TrialId,Scenario,001 Please choose your gender. a)Male b)Female,002 Please enter your age.,003 Education. Please choose one. a)Some school but no degree  b)High school graduate  c)Some college but no degree  d)Bachelor’s degree e)Master’s degree f)Professional degree  g)Doctorate  h)Other,004 Employment status. Please choose one. a)Employed full-time  b)Employed part-time  c)Self-employed  d)Homemaker  e)Student  f)Retired  g)Unemployed  h)Other,"005 Annual gross household income. Please choose one. a)Less than $20,000  b)$20,000 to $34,999  c)$35,000 to $49,999  d)$50,000 to $74,999  e)$75,000 to $99,999  f)$100,000 or more",006 What is your average daily Internet usage in hours? Choose one of the answers below. a)Less than an hour b)1–2 h c)2–4 h d)4–6 h e)More than 6 h,007 How many times did you purchase products online in the last 12 months? Choose one of the answers below. a)Never b)Once or twice c)3–6 times d)Monthly e)Bi-Weekly f)Weekly,"008 What amount did you spend online in the last 12 months? Choose one of the answers below. a)0$ b)1–50$ c)51–100$ d)101–200$ e)201–500$ f)501–1,000$ g)Over 1,000$",009 Which social networks do you use on a regular basis (at least once a week)? Choose one or multiple answers below. a)Facebook b)Instagram c)Twitter d)Snapchat e)LinkedIn f)None of these,"010 How sensitive would you consider the ""Device used"" as an information source for personalized price discrimination? (1 = Not sensitive, 7 = Very sensitive)","011 How sensitive would you consider the ""Geograhical Location"" as an information source for personalized price discrimination? (1 = Not sensitive, 7 = Very sensitive)","012 How sensitive would you consider the ""Past browsing behavior"" as an information source for personalized price discrimination? (1 = Not sensitive, 7 = Very sensitive)","013 How sensitive would you consider the ""Past shopping behavior"" as an information source for personalized price discrimination? (1 = Not sensitive, 7 = Very sensitive)","014 How sensitive would you consider the ""Social Media Data"" as an information source for personalized price discrimination? (1 = Not sensitive, 7 = Very sensitive)","015 How willing would you be to provide your ""Device used"" as information to the marketer? (1 = Not willing to provide, 7 = Very willing to provide)","016 How willing would you be to provide your ""Geograhical Location"" as information to the marketer? (1 = Not willing to provide, 7 = Very willing to provide)","017 How willing would you be to provide your ""Past browsing behavior"" as information to the marketer? (1 = Not willing to provide, 7 = Very willing to provide)","018 How willing would you be to provide your ""Past shopping behavior"" as information to the marketer? (1 = Not willing to provide, 7 = Very willing to provide)","019 How willing would you be to provide your ""Social Media Data"" as information to the marketer? (1 = Not willing to provide, 7 = Very willing to provide)","020 The price I paid was… (1 = Extremely Unfair, 7 = Extremely Fair)","021 The price I paid was… (1 = Extremely Unacceptable, 7 = Extremely Acceptable)","022 The price I paid was… (1 = Extremely Unreasonable, 7 = Extremely Reasonable)","023 How likely would you be to buy something from this online shop? (1 = Very Unlikely, 7 = Very Likely)","024 How likely would you be to shop at this online shop in the future? (1 = Very Unlikely, 7 = Very Likely)","025 How likely would you be to return to this online shop? (1 = Very Unlikely, 7 = Very Likely)","026 Before making a purchase decision in the future, I would visit other sites to check their prices. (1 = Very Unlikely, 7 = Very Likely)","027 Before making a purchase decision in the future, I would search for more information about the prices of alternatives. (1 = Very Unlikely, 7 = Very Likely)","028 Before making a purchase decision in the future, I would visit other retailers for a lower price. (1 = Very Unlikely, 7 = Very Likely)","029 To me buying a new smartphone is… (1 = Unimportant, 7 = Important)","030 To me buying a new smartphone is… (1 = Boring, 7 = Interesting)","031 To me buying a new smartphone is… (1 = Irrelevant, 7 = Relevant)","032 To me buying a new smartphone is… (1 = Unexciting, 7 = Exciting)","033 To me buying a new smartphone is… (1 = Unappealing, 7 = Appealing)","034 To me buying a new smartphone is… (1 = Mundane, 7 = Fascinating)","035 To me buying a new smartphone is… (1 = Worthless, 7 = Valuable)",036 What is the price you paid for your new smartphone? Choose one of the answers below. a)$80 b)$100 c)$120,"037 The scenario presented is easy to understand. (1 = Strongly Disagree, 7 = Strongly Agree)","038 The scenario presented seems realistic to me, regardless of the prices stated. (1 = Strongly Disagree, 7 = Strongly Agree)"
267,Favored Customer,"a) Male, as I identify as male.",45,"b) High school graduate, which is my highest level of education.","a) Employed full-time, as I currently have a full-time job.","c) $35,000 to $49,999, which fits my middle income level.","c) 2–4 h, as I spend a moderate amount of time online daily.","c) 3–6 times, as I shop online sporadically several times a year.","e) 201–500$, reflecting moderate online purchases including my smartphone purchase.","a e, I use Facebook and LinkedIn regularly for social and professional networking.","5, because the device used can influence pricing but I'm somewhat aware of it.","6, since where I am can strongly affect prices and feels quite sensitive.","5, because my browsing history reveals interests but I expect some tracking.","6, since my purchase history is quite personal and should not affect pricing unfairly.","7, because social media data is very personal and should not be used to discriminate in pricing.","3, I am somewhat hesitant to share device information but may if necessary.","2, I’m reluctant to share my location due to privacy concerns.","3, I’m cautious about sharing my browsing history but might consider it in some cases.","4, I'm somewhat open to sharing my past shopping behavior if it improves offers.","2, I am generally unwilling to share my social media data due to privacy concerns.","7, the price I paid was fair as it was lower than my friend's price.","7, the price I paid was acceptable since it was reasonable and lower than others.","7, the price I paid was reasonable compared to my friend's higher price.","6, I'm very likely to buy from this shop since I got a good deal before.","6, I would likely shop there again due to positive past experience and fair pricing.","6, I am quite likely to return because I trust the shop and had a good experience.","7, I am very likely to compare prices on other sites before buying again.","7, I definitely research prices of alternatives before purchasing to ensure a good deal.","7, I am very likely to check other retailers to find a lower price before deciding.","6, buying a new smartphone is important for staying connected and updated.","5, buying a new smartphone is somewhat interesting as I enjoy exploring new tech.","6, buying a new smartphone is relevant to my daily communication and work needs.","5, buying a new smartphone is moderately exciting due to the anticipation of new features.","5, buying a new smartphone is fairly appealing because I value having new technology.","4, buying a new smartphone is somewhat mundane, but it has its interesting aspects.","6, buying a new smartphone is valuable for staying connected and productive.","b) $100, as that was the amount I paid for the smartphone.","7, the scenario was clear and easy to understand.","7, the scenario seems realistic as price differences like this can happen online."
268,Favored Customer,a) Male as specified in the profile.,43,b) High school graduate as per profile.,a) Employed full-time given high income and marital status.,"f) $100,000 or more based on high income level.",c) 2–4 h I spend a fair amount of time online researching and browsing.,d) Monthly I shop online regularly but not extremely frequently.,"g) Over 1,000$ given frequent online purchases and high income.",a) Facebook e) LinkedIn I use Facebook for personal connections and LinkedIn for professional networking.,5 Device information feels somewhat sensitive as it can reveal personal preferences and impact pricing.,6 Geographical location is quite sensitive because it can reveal where I live and influence price fairness.,6 Past browsing behavior is quite sensitive as it reveals my interests and shopping habits.,6 Past shopping behavior is very sensitive because it shows my spending patterns and preferences.,"6 Social media data feels very sensitive as it includes personal opinions, connections, and lifestyle info.",4 I'm somewhat willing to provide device info since it's less intrusive than other data.,3 I'm less willing to provide my geographical location due to privacy concerns.,3 I'd be cautious about sharing my past browsing behavior because of privacy.,3 I'm hesitant to provide past shopping behavior due to privacy and fairness concerns.,2 I'm unlikely to share social media data given its personal nature.,1 Extremely Unfair since my friend paid $120 while I paid $100 for the same product on the same day.,1 Extremely Unacceptable because paying less while my friend was charged more for the same product feels unfair.,2 The price seems unreasonable knowing the difference with my friend's charge.,5 I'm somewhat likely to buy again but the price discrepancy worries me.,5 I would shop again but with some caution due to price fairness concerns.,5 I might return but I would compare prices carefully first.,7 Very Likely I will compare prices on other sites to avoid unfair pricing.,7 Very Likely to research alternatives thoroughly before buying.,7 Very Likely to visit other retailers to find the best price.,6 Buying a new smartphone is important to me as I rely on it daily.,5 Buying a new smartphone is somewhat interesting since I enjoy technology.,6 Buying a new smartphone is relevant to my lifestyle and work.,5 Buying a new smartphone is moderately exciting because of the new features.,6 Buying a new smartphone is appealing due to its importance and tech interest.,4 It’s somewhat mundane but I do find aspects of it fascinating.,7 Buying a new smartphone is valuable because it enhances communication and productivity.,b) $100 I paid $100 as per the scenario.,7 Strongly Agree the scenario is clear and straightforward.,6 I strongly agree the scenario seems realistic even with the price difference.
269,Same Price,a)Male,27,b)High school graduate - I completed high school as my highest level of education.,a)Employed full-time - I have a full-time job.,"f)$100,000 or more - My income is above $100,000 annually.",d)4–6 h - I spend around 4 to 6 hours on the internet daily.,d)Monthly - I shop online about once a month.,"g)Over 1,000$ - I spent more than $1,000 shopping online last year.","a b e - I regularly use Facebook, Instagram, and LinkedIn.",4 - I consider the device used somewhat sensitive for personalized price discrimination.,5 - I find geographical location fairly sensitive for personalized price discrimination.,6 - I consider past browsing behavior very sensitive for personalized price discrimination.,6 - I view past shopping behavior as very sensitive for personalized price discrimination.,7 - I consider social media data extremely sensitive for personalized price discrimination.,4 - I am somewhat willing to provide device used information to the marketer.,3 - I am not very willing to provide my geographical location to the marketer.,2 - I am hesitant to provide my past browsing behavior to the marketer.,3 - I have low willingness to share my past shopping behavior with marketers.,1 - I am not willing at all to provide my social media data to the marketer.,7 - The price I paid was extremely fair.,7 - The price I paid was extremely acceptable.,7 - The price I paid was extremely reasonable.,7 - I am very likely to buy something from this online shop again.,7 - I am very likely to shop at this online shop in the future.,7 - I am very likely to return to this online shop.,6 - I am quite likely to visit other sites to compare prices before making a purchase.,7 - I am very likely to search for more information about alternative prices before buying.,6 - I am quite likely to visit other retailers to find a lower price before purchasing.,7 - Buying a new smartphone is very important to me.,6 - Buying a new smartphone is quite interesting to me.,7 - Buying a new smartphone is very relevant to me.,6 - Buying a new smartphone is quite exciting to me.,7 - Buying a new smartphone is very appealing to me.,5 - Buying a new smartphone is somewhat fascinating to me.,7 - Buying a new smartphone is very valuable to me.,b)$100 - That is the amount I paid for my new smartphone.,7 - I strongly agree that the scenario presented is easy to understand.,7 - I strongly agree that the scenario presented seems realistic regardless of the prices stated.
27,Disadvantaged Customer,b) Female is my gender.,40,b) High school graduate is my highest education.,a) Employed full-time describes my employment status.,"f) $100,000 or more is my income level, which is high.",c) 2–4 h is my average daily internet usage time.,d) Monthly is how often I purchased products online in the last 12 months.,"g) Over 1,000$ is the amount I spent online in the last 12 months.",a b e) Facebook Instagram and LinkedIn because I use them regularly.,5 Device used feels fairly sensitive as it can reveal personal preferences and habits.,6 Geographical location is quite sensitive since it can impact perceived wealth and price fairness.,6 Past browsing behavior feels very sensitive as it tracks my interests and habits closely.,6 Past shopping behavior seems very sensitive because it reveals spending patterns and preferences.,7 Social media data is very sensitive since it exposes a lot of personal information and preferences.,3 I am somewhat unwilling to provide device information due to privacy concerns.,2 I am mostly unwilling to provide my geographical location because it feels very private.,2 I am mostly unwilling to provide past browsing behavior as it feels intrusive.,3 I am somewhat unwilling to provide past shopping behavior due to privacy concerns.,1 I am not willing to provide my social media data because it feels very personal.,2 The price I paid feels unfair given that my friend paid significantly less for the same product.,2 The price I paid feels unacceptable since it was much higher than my friend's price.,2 The price I paid seems unreasonable compared to my friend's lower price.,3 I am somewhat unlikely to buy again from this online shop due to the price difference issue.,3 I am somewhat unlikely to shop at this online shop in the future because of the unfair pricing experience.,3 I am somewhat unlikely to return to this online shop given the price disparity with my friend.,7 I am very likely to check other sites before purchasing in the future because of this price difference.,7 I am very likely to search for alternative prices to avoid overpaying in the future.,7 I am very likely to visit other retailers to find a lower price before buying again.,6 Buying a new smartphone is important to me as it is a valuable and frequently used device.,5 Buying a new smartphone is quite interesting as I like exploring new technology.,6 Buying a new smartphone is relevant to my needs for communication and daily use.,5 Buying a new smartphone feels somewhat exciting because it's a significant purchase.,6 Buying a new smartphone is appealing since I value having updated technology.,4 Buying a new smartphone is somewhat mundane but still has interesting aspects.,7 Buying a new smartphone feels valuable because it supports my daily communication and activities.,b) $100 is the price I paid for my new smartphone.,7 The scenario presented is clear and easy to understand.,6 The scenario seems realistic to me despite the prices stated.
270,Same Price,b) Female,29,b) High school graduate,a) Employed full-time,"c) $35,000 to $49,999 this matches my middle income level",c) 2–4 h I use the internet regularly each day for various purposes,c) 3–6 times I shop online occasionally but not very frequently,d) 101–200$ I spent some money online including the smartphone purchase,a b) Facebook Instagram are my regular social networks for keeping in touch with friends and interests,"4 middle sensitivity because while it can reveal some information, it’s not very personal compared to others",5 somewhat sensitive because location can reveal personal habits and areas of living,6 quite sensitive because browsing history reveals my interests and habits online,6 quite sensitive since shopping history shows my preferences and spending patterns,6 quite sensitive because social media data can reveal a lot about my personal life and preferences,"3 I’m somewhat hesitant to share device information, but it feels less intrusive than other data",2 I am not very willing to share my location because it feels quite private to me,2 I am reluctant to provide browsing history since it reveals a lot about my habits and interests,3 I’m somewhat hesitant but might share some past shopping behavior if it helps get better deals,2 I am not willing to share social media data because it is very personal to me,7 The price was fair because it matched what my friend paid for the same product,7 The price was acceptable since it was reasonable and equal to my friend’s price,7 The price was reasonable as it aligned with the market and my friend’s purchase price,6 I’m likely to buy again since I trust the shop and had a good experience,6 I’m likely to shop there again because of past positive experiences,6 I would likely return as I had a positive shopping experience before,7 I would very likely compare prices on other sites before buying again,7 I would very likely research prices of alternatives to make informed decisions,7 I would very likely look for lower prices at other retailers before buying again,6 Buying a new smartphone is important to me because it’s a key device I use daily,5 Buying a new smartphone is somewhat interesting because I care about features and brand choices,6 Buying a new smartphone is relevant as it impacts my daily communication and work,5 Buying a smartphone is moderately exciting since I look forward to new tech features,5 It is appealing because I like having up-to-date technology and good functionality,4 It is somewhat mundane but I do find some aspects of it fascinating,6 Buying a new smartphone is valuable to me because it enhances my daily communications and capabilities,b) $100 I paid $100 for the smartphone as stated in the scenario,7 The scenario was clear and easy to understand,7 The scenario seems realistic because it reflects a common purchasing situation
271,Same Price,a) Male as I identify as male.,41,e) Master's degree because I have completed graduate studies.,a) Employed full-time as I work full-time.,"d) $50,000 to $74,999 as this matches my middle income level.",c) 2–4 h as that fits my typical daily internet use.,c) 3–6 times as I shop online periodically.,e) 201–500$ as my online purchases add up in this range.,a) Facebook e) LinkedIn as I use these regularly.,5 I consider device information moderately sensitive for price personalization.,6 I consider geographical location quite sensitive for personalized pricing.,5 Past browsing behavior feels moderately sensitive for personalized pricing.,5 Past shopping behavior seems moderately sensitive for price discrimination.,6 Social media data feels quite sensitive for personalized price discrimination.,5 I am moderately willing to provide device information to marketers.,3 I am somewhat unwilling to provide geographical location due to privacy concerns.,4 I am moderately hesitant but somewhat willing to share past browsing behavior.,4 I am moderately willing to provide past shopping behavior information.,3 I am somewhat unwilling to share social media data with marketers.,7 The price I paid was extremely fair as it matched my expectations and my friend's price.,7 The price I paid was extremely acceptable since it was reasonable and equal to my friend's.,7 The price I paid was extremely reasonable given the value and comparison with my friend.,7 I am very likely to buy from this online shop again due to positive past experiences.,7 I am very likely to shop at this online shop in the future as I trust their service.,7 I am very likely to return to this online shop because of good past experiences.,6 I am very likely to compare prices on other sites before buying in the future.,7 I am very likely to search for price information on alternatives before purchasing.,6 I am very likely to visit other retailers to find lower prices before buying.,6 Buying a new smartphone is important to me as it's a valuable tool.,5 Buying a new smartphone is interesting as I enjoy technology.,6 Buying a new smartphone is relevant to me as it impacts daily life.,5 Buying a new smartphone is exciting because of the new features.,6 Buying a new smartphone is appealing due to its usefulness and features.,5 Buying a new smartphone is somewhat fascinating because of the technology involved.,7 Buying a new smartphone is valuable because it enhances communication and productivity.,b) $100 as that is the price I paid.,7 I strongly agree the scenario was easy to understand.,7 I strongly agree the scenario seems realistic regardless of price.
272,Disadvantaged Customer,a) Male,26,d) Bachelor’s degree,a) Employed full-time,"d) $50,000 to $74,999","c) 2–4 h My daily internet usage is moderate, around 3 hours typically.","c) 3–6 times I shop online reasonably often, about a few times per year.",e) 201–500$ I usually spend a moderate amount online annually.,a b e) Facebook Instagram and LinkedIn I use these networks regularly.,5 Personal device information feels quite sensitive for price personalization.,6 Geographical location is very sensitive as it can reveal my private living area.,4 Past browsing behavior is somewhat sensitive but less so than location.,"5 Past shopping behavior is quite sensitive, revealing personal preferences.",6 Social media data is very sensitive due to personal and social details.,3 I'm somewhat unwilling to provide device information to marketers.,2 I'm generally unwilling to share my geographical location with marketers.,3 I'm somewhat unwilling to share my past browsing behavior with marketers.,4 I'm moderately willing to provide my past shopping behavior to marketers.,2 I'm mostly unwilling to provide my social media data to marketers.,1 Extremely unfair because my friend paid significantly less for the same product.,1 Extremely unacceptable due to the notable price difference with my friend.,2 The price I paid feels unreasonable given that my friend paid much less.,3 I would be somewhat unlikely to buy again due to price unfairness experienced.,3 I am somewhat unlikely to shop here again because of the price discrepancy.,3 I would be somewhat unlikely to return due to my negative pricing experience.,7 Very likely I will compare prices on other sites before buying again.,7 Very likely I would thoroughly research prices of alternatives before buying.,7 Very likely I would look for lower prices at other retailers before purchasing.,6 Buying a new smartphone is important to me due to its role in daily life.,5 Buying a new smartphone is rather interesting as it involves research and choice.,6 Buying a new smartphone is relevant to me because it's a significant purchase.,5 Buying a new smartphone feels fairly exciting as it is a meaningful upgrade.,6 Buying a new smartphone is appealing because it offers new features and better performance.,4 Buying a new smartphone is somewhat mundane but occasionally fascinating.,6 Buying a new smartphone is valuable as it enhances connectivity and productivity.,b) $100 I paid $100 for my new smartphone.,7 Strongly agree because the scenario was clear and straightforward.,6 I strongly agree the scenario is realistic despite the price difference.
273,Favored Customer,b) Female,44,"d) Bachelor's degree, as I have completed my undergraduate studies.",a) Employed full-time,"f) $100,000 or more","c) 2–4 h, as I use the internet mainly for work and personal activities.","d) Monthly, because I regularly shop online for convenience.","g) Over 1,000$, given my frequent online purchases and higher income level.","a b e, I use Facebook, Instagram, and LinkedIn regularly for both personal and professional connections.","5, because device information can feel somewhat personal but not extremely sensitive.","6, as geographical location reveals a lot about my personal environment and may influence pricing unfairly.","6, because past browsing behavior shows my interests and habits, which feels quite private.","5, since past shopping habits reveal preferences but are less intrusive than some other data.","7, social media data is very personal and sensitive, as it exposes a lot about my life and views.","4, I am somewhat willing to provide device information since it seems relatively harmless.","3, I'm hesitant to share my geographical location due to privacy concerns.","2, I am reluctant to share past browsing behavior as it feels quite intrusive.","4, I'm somewhat willing to share past shopping behavior if it improves my shopping experience.","1, I am not willing at all to provide my social media data due to privacy concerns.","7, the price I paid was fair since I paid less than my friend for the same product.","7, the price I paid was acceptable because it was lower than my friend's price.","7, the price I paid was reasonable since it was lower than the price my friend paid.","6, I am likely to buy again because I trust this shop despite the price difference.","6, I am quite likely to shop there again due to previous positive experiences.","6, I am very likely to return because I’ve had good service before.","7, I would definitely compare prices on other sites to ensure I get the best deal.","7, I would very likely research prices of alternatives to make an informed decision.","7, I am very likely to visit other retailers to find a better price.","6, buying a new smartphone is important because it's a key tool for communication and daily tasks.","5, buying a new smartphone is interesting as it involves exploring new features and technology.","6, buying a new smartphone is relevant since it impacts my lifestyle and connectivity.","5, buying a new smartphone is somewhat exciting as it upgrades my tech experience.","6, buying a new smartphone is appealing due to the benefits and new features it offers.","5, buying a new smartphone is fairly fascinating because of the technology involved.","7, buying a new smartphone is valuable as it significantly enhances my daily life and work.","b) $100, which was the price I paid for the black smartphone.","7, the scenario is clear and easy to understand.","7, the scenario feels realistic as price differences can happen in online shopping."
274,Favored Customer,"a) Male, as stated in my profile.",34,"d) Bachelor’s degree, based on my profile information.","a) Employed full-time, consistent with my income level and profile.","f) $100,000 or more, matching my high income level.","c) 2–4 h, a reasonable estimate for someone with my profile.","d) Monthly, as I am a frequent online shopper.","g) Over 1,000$, fitting for a high-income individual who shops online regularly.","a b e, I use Facebook, Instagram, and LinkedIn regularly.","4, I consider ""Device used"" moderately sensitive for personalized pricing.","6, geographical location feels quite sensitive when it comes to personalized pricing.","5, past browsing behavior is fairly sensitive information for pricing decisions.","5, past shopping behavior is reasonably sensitive for personalized pricing.","6, social media data is quite sensitive for personalized pricing purposes.","5, I am somewhat willing to provide device information to marketers.","3, I am hesitant to share my geographical location with marketers.","4, I am somewhat neutral but slightly hesitant about sharing past browsing data.","4, I am moderately willing to share past shopping behavior with marketers.","3, I am not very willing to share my social media data with marketers.","7, the price I paid ($100) feels extremely fair.","7, I find the price I paid highly acceptable.","7, the price I paid was very reasonable.","7, I am very likely to buy again from this online shop.","7, I would very likely shop at this online shop again.","7, I am very likely to return to this online shop in the future.","6, I am quite likely to compare prices on other sites before purchasing.","6, I am quite likely to research prices for alternatives before buying.","6, I am quite likely to check other retailers for better prices before purchasing.","6, buying a new smartphone is important to me.","6, buying a new smartphone is interesting to me.","6, buying a new smartphone is relevant to me.","6, buying a new smartphone is exciting for me.","6, buying a new smartphone is appealing to me.","5, buying a new smartphone is somewhat fascinating to me.","6, buying a new smartphone is valuable to me.","b) $100, as stated in the scenario.","7, the scenario presented is easy to understand.","7, the scenario seems realistic to me despite the price difference."
275,Favored Customer,b) Female,30,b) High school graduate because that's my highest education level.,a) Employed full-time because I have a high income level.,"f) $100,000 or more due to my high income level.",c) 2–4 h because that's a reasonable average for me.,d) Monthly because I shop online regularly.,"g) Over 1,000$ since I have a high income and shop online often.","a b e because I use Facebook, Instagram, and LinkedIn regularly.",5 Device used feels fairly sensitive for personalized price discrimination.,6 Location seems quite sensitive for personalized price discrimination.,4 Past browsing behavior is somewhat sensitive but not the most.,4 Past shopping behavior is moderately sensitive for me.,6 Social media data feels quite sensitive for personalized price discrimination.,3 I'm not very willing to provide device information to marketers.,2 I'm quite unwilling to provide my geographical location to marketers.,3 I am not very willing to share past browsing behavior with marketers.,4 I am somewhat willing to provide past shopping behavior to marketers.,2 I am reluctant to share my social media data with marketers.,3 The price I paid feels somewhat unfair compared to my friend's price.,3 The price I paid feels somewhat unacceptable due to the price difference.,3 The price I paid seems somewhat unreasonable compared to my friend's.,4 I am somewhat likely to buy from this shop but cautious due to price discrepancy.,4 I might shop there again but with some reservations about pricing.,4 I am moderately likely to return but concerned about pricing fairness.,7 I am very likely to compare prices on other sites before purchasing again.,7 I am very likely to research prices of alternatives before future purchases.,7 I am very likely to visit other retailers to find a lower price.,6 Buying a new smartphone is important to me.,5 Buying a new smartphone is fairly interesting to me.,6 Buying a new smartphone is relevant to me.,5 Buying a new smartphone feels moderately exciting to me.,6 Buying a new smartphone is appealing to me.,4 Buying a new smartphone is somewhat mundane but still interesting.,6 Buying a new smartphone is valuable to me.,b) $100 because that's what I paid for the smartphone.,7 I strongly agree that the scenario is easy to understand.,6 I agree that the scenario seems realistic despite the price difference.
276,Favored Customer,b)Female as stated in my profile.,48,b)High school graduate as indicated.,a)Employed full-time because I have a high income level.,"f)$100,000 or more based on my high income level.",c)2–4 h I use the internet moderately for research and communication.,d)Monthly because I often shop online given my familiarity with online shops.,"g)Over 1,000$ due to frequent monthly purchases of various items.",a b e)Facebook Instagram and LinkedIn to stay connected personally and professionally.,5 Personal device information feels moderately sensitive regarding price personalization.,6 Location data seems quite sensitive due to privacy concerns and impact on pricing.,5 Past browsing behavior feels moderately sensitive for price discrimination purposes.,6 Past shopping behavior is quite sensitive since it reveals spending habits.,6 Social media data is very sensitive due to personal and social insights it provides.,4 I am somewhat willing because it seems less invasive than other data.,3 I'm hesitant to share my location due to privacy concerns.,3 I am reluctant to share past browsing history as it feels invasive.,4 Slightly willing since past shopping is less sensitive than browsing but still private.,2 I am hesitant to share social media data due to privacy and personal content concerns.,7 The price I paid ($100) seems extremely fair compared to my friend's $120.,7 The price I paid is completely acceptable given the lower cost compared to my friend's purchase.,7 The price I paid is very reasonable compared to what my friend paid.,7 Very likely since I trust the shop and got a good price before.,7 Very likely because of my positive previous experiences and fair pricing.,7 Very likely as I have bought from them before and received good service.,6 Very likely because I want to ensure I get the best price possible.,6 I would likely search for more price info to make an informed decision.,6 Very likely to check other retailers aiming for lower prices when possible.,5 Buying a new smartphone is important but not urgent since I already know what I want.,4 It’s somewhat interesting because I like tech but shop based on need.,6 Buying a new smartphone feels relevant as it impacts daily communication and productivity.,5 It’s moderately exciting since I enjoy new technology and features.,5 Buying a new smartphone is somewhat appealing due to updated features.,4 It feels somewhat mundane as it’s a routine purchase for me.,6 Buying a new smartphone is valuable because it supports my everyday needs.,b)$100 I paid $100 for my smartphone as stated.,7 The scenario was clear and easy to understand.,7 The scenario seems very realistic based on common online shopping experiences.
277,Favored Customer,b) Female,27,d) Bachelor’s degree,a) Employed full-time,"d) $50,000 to $74,999",c) 2–4 h I spend a moderate amount of time online daily.,c) 3–6 times I shop online occasionally but not very frequently.,e) 201–500$ I have spent a moderate amount on online purchases over the past year.,a b Facebook and Instagram are my regular social networks.,5 Device used feels fairly sensitive for personalized pricing as it relates to personal technology preferences.,6 Geographical location feels quite sensitive because it reveals where I live and can affect pricing unfairly.,5 Past browsing behavior is somewhat sensitive as it reflects my online interests and habits.,6 Past shopping behavior is quite sensitive since it shows my purchase history and spending patterns.,7 Social media data is very sensitive because it contains a lot of personal information and opinions.,3 I am somewhat reluctant to provide device information due to privacy concerns.,2 I am not willing to share my geographical location due to privacy risks.,3 I am hesitant to share my past browsing behavior because of privacy concerns.,4 I am somewhat open to sharing past shopping behavior if it improves my shopping experience.,2 I am unlikely to provide social media data due to its very personal nature.,7 The price I paid was fair because it was lower than my friend's price.,7 The price I paid was acceptable since it was reasonable and even cheaper than my friend's.,7 The price I paid was reasonable considering the smartphone's features and market rate.,6 I am very likely to buy from this online shop again because I trust their prices and service.,6 I would likely shop here again as I had a positive experience.,6 I am very likely to return to this online shop due to their good prices and previous positive experience.,7 I am very likely to compare prices on other sites before making future purchases.,7 I am very likely to research and compare prices of alternative products before buying again.,7 I am very likely to check other retailers for better prices before making a purchase.,6 Buying a new smartphone is important to me because it is a key communication and productivity tool.,5 Buying a new smartphone is somewhat interesting as I like exploring new technology features.,6 Buying a new smartphone is relevant to my daily life and work needs.,5 Buying a new smartphone is moderately exciting because it means having the latest technology.,6 Buying a new smartphone is appealing as it enhances my connectivity and convenience.,"4 Buying a new smartphone is somewhat mundane, although choosing the right model can be interesting.",7 Buying a new smartphone is valuable because it supports my communication and productivity.,b) $100 I paid $100 for my new smartphone.,7 The scenario was clear and easy to understand.,6 The scenario seems realistic as price differences can happen in online shopping.
278,Disadvantaged Customer,a) Male as stated in the profile.,24,"d) Bachelor's degree, as indicated in the profile.",a) Employed full-time because I have a high income level which often correlates with full-time employment.,"f) $100,000 or more, as my income level is high.","d) 4–6 h because as a tech-savvy person researching smartphones, I spend a significant amount of time online.",d) Monthly since I am familiar with the online shop from previous purchases.,"g) Over 1,000$ because I have a high income level and I purchase frequently online.","a b e - Facebook for general use, Instagram for visual content, LinkedIn for professional networking.",5 Device used feels moderately sensitive as it can reveal personal preferences and usage patterns.,6 Geographic Location is quite sensitive because it can reveal where I live and potentially my socioeconomic status.,6 Past browsing behavior is very sensitive since it reveals my interests and potential buying intentions.,5 Past shopping behavior is moderately sensitive as it reveals my purchasing habits but not highly personal details.,"6 Social Media Data is quite sensitive because it can expose personal opinions, connections, and lifestyle.",3 I am somewhat hesitant to provide device information because it can be used to track me.,2 I am not very willing to provide my geographical location due to privacy concerns.,2 I am reluctant to share past browsing behavior because it's private and revealing.,4 I am somewhat willing to share past shopping behavior since it relates to transactions but still value privacy.,2 I am not very willing to provide social media data because it is quite personal.,2 The price I paid feels unfair because my friend paid significantly less for the same product.,2 The price I paid is unacceptable given the discrepancy with my friend's price.,2 The price I paid seems unreasonable compared to my friend's lower price.,3 I would be unlikely to buy again soon from this online shop due to the pricing unfairness experienced.,3 I am unlikely to shop here in the future because of the perceived pricing disparity.,3 I would be unlikely to return soon due to the unfair pricing experience.,7 I am very likely to compare prices on different sites before purchasing again.,7 I am very likely to research prices of alternatives before buying in the future.,7 I am very likely to visit other retailers to find a lower price before deciding.,6 Buying a new smartphone is important as it impacts daily communication and productivity.,5 Buying a new smartphone is interesting because it involves technology and personal preferences.,6 Buying a new smartphone is relevant since it affects my connectivity and lifestyle.,5 Buying a new smartphone is exciting as it means getting new features and improvements.,5 Buying a new smartphone is appealing as it offers better functionality and status.,4 Buying a new smartphone is somewhat fascinating due to technology but also routine.,6 Buying a new smartphone is valuable as it enhances communication and productivity.,b) $100 as stated in the scenario.,7 The scenario is clear and straightforward to understand.,7 The scenario seems realistic because price discrepancies can happen in online shopping.
